lookback,rebalance_freq,signal,alloc_params,dd_penalty,total_return,ann_return,sharpe,max_dd,calmar,sortino,score
10,20,sharpe,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",0.0,1.8201221812485282,0.23143747002042336,1.0263111870490171,-0.30026086557193055,0.7707879675618283,1.0887268421568959,1.0060140017898211
10,20,sharpe,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",2.0,1.8201221812485282,0.23143747002042336,1.0263111870490171,-0.30026086557193055,0.7707879675618283,1.0887268421568959,1.0060140017898211
10,20,sharpe,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",1.0,1.8201221812485282,0.23143747002042336,1.0263111870490171,-0.30026086557193055,0.7707879675618283,1.0887268421568959,1.0060140017898211
10,20,composite_all,"{'style': 'softmax', 'k': 3.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",1.0,1.8234157474294777,0.23172611570188129,1.0303275641538936,-0.29757413505297525,0.7787172358694958,1.0948248712844069,1.0058344561743902
30,15,calmar,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",2.0,1.8152073770395272,0.23100623886053828,1.0185280244112433,-0.3045571322733681,0.7584988391215889,1.086040316566978,1.00582805911047
30,20,sharpe,"{'style': 'softmax', 'k': 10.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",2.0,1.817559429300308,0.23121268591904487,1.0314004840650244,-0.2982004653939615,0.775359883694293,1.0911470552463762,1.0057336025884265
10,20,composite_all,"{'style': 'softmax', 'k': 3.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",2.0,1.8229441998415195,0.23168480613458664,1.0303169723006635,-0.29746868305398444,0.7788544191187898,1.0948264327317625,1.005650295859497
30,15,sharpe,"{'style': 'softmax', 'k': 10.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",1.0,1.8098744045436974,0.2305376359045237,1.0171492277055751,-0.3059768908847855,0.7534478427550706,1.0791797782980124,1.0055554110006801
30,15,calmar,"{'style': 'discrete', 'lo_thresh': 0.05, 'hi_thresh': 0.2, 'w_lo': 0.65, 'w_hi': 0.85}",2.0,1.808855141052566,0.23044799334718058,1.012094260802808,-0.30843933577840643,0.7471420118778959,1.0762914456606756,1.0055450447479397
10,20,sortino,"{'style': 'discrete', 'lo_thresh': 0.1, 'hi_thresh': 0.3, 'w_lo': 0.7, 'w_hi': 0.9}",2.0,1.8154984120541542,0.2310317913947979,1.0053171144570918,-0.3100847799415126,0.7450600574067967,1.0652072559817578,1.0055430200615785
10,20,composite_sortino_1,"{'style': 'softmax', 'k': 3.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",0.0,1.8235406783285102,0.23173705925419585,1.031325288601342,-0.2967549202810801,0.7809038220012027,1.0970681469194534,1.0055281271830834
10,20,composite_sortino_1,"{'style': 'softmax', 'k': 3.0, 'clip_lo': 0.1, 'clip_hi': 0.9}",1.0,1.8232478971301354,0.23171141193632616,1.0313477900496844,-0.29666445410223596,0.7810555020046964,1.0971089260831233,1.0054031989094716
